Graph.Name,avg_invasion_time_beta0.2_gamma0.04,avg_prop_infected_beta0.2_gamma0.04,avg_invasion_time_beta0.1_gamma0.04,avg_prop_infected_beta0.1_gamma0.04,avg_invasion_time_beta0.05_gamma0.04,avg_prop_infected_beta0.05_gamma0.04,avg_invasion_time_beta0.025_gamma0.04,avg_prop_infected_beta0.025_gamma0.04,avg_invasion_time_beta0.01_gamma0.04,avg_prop_infected_beta0.01_gamma0.04,avg_invasion_time_beta0.2_gamma0.4,avg_prop_infected_beta0.2_gamma0.4,avg_invasion_time_beta0.1_gamma0.4,avg_prop_infected_beta0.1_gamma0.4,avg_invasion_time_beta0.05_gamma0.4,avg_prop_infected_beta0.05_gamma0.4,avg_invasion_time_beta0.025_gamma0.4,avg_prop_infected_beta0.025_gamma0.4,avg_invasion_time_beta0.01_gamma0.4,avg_prop_infected_beta0.01_gamma0.4,Fiedler,Spectral_radius,Network_size,Highest_degree,highest_degree_scaled,Modularity,central,Qrel,Mean_degree,Transitivity,Diameter,Mean_pathLength
mammalia_voles_bhp_trapping_13,2.747368421,0.581052632,3.988888889,0.437777778,7.674418605,0.261099366,14.03703704,0.182042649,23.92857143,0.121645022,3.232876712,0.157907846,3.323529412,0.110695187,2.285714286,0.109090909,100,0,100,0,0.025442538,5.720350931,55,2,0.036363636,0.692435679,0.311111111,0.809552796,0.074747475,0.535469108,12,5.284848485
mammalia_voles_bhp_trapping_14,2.455696203,0.656693517,3.915492958,0.449850619,6.364864865,0.263718264,9.586206897,0.203761755,13.95454545,0.115013774,2.714285714,0.157467532,3.277777778,0.127104377,2.666666667,0.108585859,3.5,0.093434343,3,0.090909091,0.067715057,4.871214124,33,14,0.424242424,0.614545455,0.243589744,0.778181818,0.104166667,0.446153846,9,3.867424242
mammalia_voles_bhp_trapping_15,3.594594595,0.697297297,3.888888889,0.67037037,6.965517241,0.424137931,10.31034483,0.348275862,12.78571429,0.242857143,2.947368421,0.294736842,3,0.271428571,2.4,0.24,3.25,0.2,3.4,0.22,0.333048558,3.124417376,10,6,0.6,0.319526627,0.333333333,0.473372781,0.288888889,0.428571429,5,2.333333333
mammalia_voles_bhp_trapping_16,2.881578947,0.473684211,4.277777778,0.35105364,7.415384615,0.214323607,11.03921569,0.164976335,14.75862069,0.116527943,2.534883721,0.15797915,3.652173913,0.109445277,4,0.109717868,7.5,0.103448276,2.833333333,0.068965517,0.041634615,3.653567319,29,1,0.034482759,0.617028271,0.241666667,0.719592373,0.096059113,0.387096774,11,4.714285714
mammalia_voles_bhp_trapping_17,3.163265306,0.653061224,5.392857143,0.474789916,8.980392157,0.350634371,11.75757576,0.240641711,15.32352941,0.183391003,2.740740741,0.224400871,3.08,0.152941176,2.666666667,0.14379085,2.25,0.176470588,3,0.137254902,0.213013919,3.283159572,17,10,0.588235294,0.480371901,0.222222222,0.753099174,0.161764706,0.3125,6,2.860294118
mammalia_voles_bhp_trapping_18,3.320754717,0.597815293,4.340425532,0.417693169,8.446428571,0.292293233,10.45945946,0.207681366,16.59090909,0.186602871,2.641025641,0.183535762,2.333333333,0.152046784,3.636363636,0.114832536,3.666666667,0.122807018,4,0.131578947,0.098006169,3.32952331,19,12,0.631578947,0.54,0.180147059,0.74,0.14619883,0.381818182,7,3.421052632
mammalia_voles_bhp_trapping_19,2.88,0.691428571,4.625,0.630952381,7.363636364,0.525974026,13.21052632,0.421052632,16.41666667,0.380952381,3.166666667,0.388888889,3.714285714,0.326530612,4.4,0.314285714,2,0.321428571,3,0.357142857,0.340320958,2.476346575,7,7,1,0.3671875,0.225,0.4921875,0.380952381,0.5,4,2.047619048
mammalia_voles_bhp_trapping_20,2.843373494,0.65060241,3.926470588,0.473651961,6.482142857,0.334077381,10.15555556,0.215740741,9.083333333,0.155092593,2.489795918,0.159863946,3.269230769,0.147435897,3.5625,0.125,2.777777778,0.115740741,4.333333333,0.097222222,0.102377041,4.141288341,24,8,0.333333333,0.5934375,0.166666667,0.7184375,0.144927536,0.475,6,3.304347826
mammalia_voles_bhp_trapping_21,2.535714286,0.527867965,3.942528736,0.347439916,4.435294118,0.251069519,6.780821918,0.184308842,11.62162162,0.111179361,2.76056338,0.135403329,3.152173913,0.098814229,2.80952381,0.081168831,2.875,0.085227273,5.333333333,0.045454545,0.031140075,6.11837905,44,5,0.113636364,0.659140625,0.179487179,0.759140625,0.084566596,0.563758389,11,4.963002114
mammalia_voles_bhp_trapping_22,2.303030303,0.576046176,3.262626263,0.38970659,6.391752577,0.262346588,10.66292135,0.154414125,21.93103448,0.096223317,3.5,0.124047619,3.285714286,0.109750567,2,0.080952381,100,0,100,0,0.007171106,6.042317269,105,12,0.114285714,0.772674858,0.287878788,0.890066163,0.042124542,0.555776892,26,9.265201465
mammalia_voles_bhp_trapping_23,2.838709677,0.569345726,3.989795918,0.424939467,5.689655172,0.300798753,13.7375,0.171186441,22.84615385,0.106910039,3.118421053,0.14897413,3.8125,0.109110169,5,0.089830508,100,0,2,0.101694915,0.027215909,5.965363031,59,49,0.830508475,0.715416667,0.192307692,0.790416667,0.070134424,0.551020408,14,5.665692577
mammalia_voles_bhp_trapping_24,2.25,0.611525424,2.99,0.461779661,4.948979592,0.273434798,10.20454545,0.159283513,21.04545455,0.101117103,3.163043478,0.139093589,3.85,0.09279661,3.2,0.076271186,100,0,100,0,0.009437979,7.344543866,118,94,0.796610169,0.775612132,0.208791209,0.888686336,0.040996668,0.603025937,23,8.5525134
mammalia_voles_bhp_trapping_25,2.804347826,0.631578947,3.744186047,0.508567931,4.297619048,0.364974937,9.370967742,0.217741935,14.19607843,0.124871001,2.909090909,0.180223285,2.761904762,0.128446115,2.72,0.1,2.4,0.078947368,100,0,0.073092353,6.458839258,38,17,0.447368421,0.584331253,0.2,0.779136448,0.109530583,0.568047337,9,3.881934566
mammalia_voles_bhp_trapping_26,3.257142857,0.724404762,3.945205479,0.582191781,5.666666667,0.385964912,11.33333333,0.257407407,14.25,0.165509259,2.577777778,0.212037037,3,0.142857143,3.352941176,0.139705882,2.6,0.1,3.5,0.09375,0.242919985,4.45384089,24,20,0.833333333,0.534613304,0.233766234,0.720659816,0.155797101,0.452054795,5,2.793478261
mammalia_voles_bhp_trapping_27,2.705263158,0.673088381,4.483516484,0.464648559,7.534883721,0.308468627,12.08571429,0.177088949,25.03448276,0.121014964,3.080645161,0.167985393,4.03125,0.118514151,3.666666667,0.094339623,3,0.075471698,8,0.056603774,0.057450653,5.30617277,53,6,0.113207547,0.693061224,0.258333333,0.816870748,0.076197388,0.512195122,8,4.213352685
mammalia_voles_bhp_trapping_28,2.7625,0.530555556,4.347826087,0.427804616,5.640625,0.276041667,8.766666667,0.193209877,19.05882353,0.128540305,2.629032258,0.169056153,2.965517241,0.134099617,2.5,0.098765432,4.25,0.092592593,3.75,0.092592593,0.064332639,4.775514826,27,10,0.37037037,0.608931947,0.104761905,0.73936673,0.131054131,0.591549296,9,4.227920228
mammalia_voles_bhp_trapping_29,2.864864865,0.796068796,4.292682927,0.685144124,6.516129032,0.46627566,8.586206897,0.357366771,11.91666667,0.261363636,2.36,0.316363636,3.052631579,0.253588517,3,0.25,2,0.181818182,3.333333333,0.181818182,0.489062992,3.778457118,11,1,0.090909091,0.330449827,0.2,0.624567474,0.309090909,0.510638298,4,2.072727273
mammalia_voles_bhp_trapping_30,3.413043478,0.630434783,4.609756098,0.473867596,9.675,0.342857143,9.15,0.239285714,8.904761905,0.19047619,2.484848485,0.242424242,2.833333333,0.196428571,2.625,0.160714286,2,0.166666667,100,0,0.13274724,3.008548473,14,9,0.642857143,0.526234568,0.341991342,0.637345679,0.197802198,0.416666667,7,3.10989011
mammalia_voles_bhp_trapping_31,2.769230769,0.497230769,4.859375,0.351875,7.64516129,0.236129032,11.48076923,0.154615385,14.51724138,0.129655172,2.785714286,0.14952381,2.538461538,0.136923077,3.727272727,0.105454545,2.6,0.128,2.5,0.08,0.037474382,3.833019694,25,22,0.88,0.59825528,0.359307359,0.689164371,0.11,0.4,13,5.076666667
mammalia_voles_bhp_trapping_32,2.757575758,0.810606061,3.8125,0.6640625,4.653846154,0.572115385,16.65217391,0.483695652,15.33333333,0.358333333,3,0.328125,2.666666667,0.3,2.875,0.265625,3,0.25,3,0.25,0.707598415,3.394425238,8,3,0.375,0.343195266,0.354978355,0.49704142,0.464285714,0.580645161,3,1.714285714
mammalia_voles_bhp_trapping_33,4.5,1,8,1,22,1,20.28571429,1,20.5,1,3,1,3,1,100,0,100,0,100,0,2,1,2,2,1,0,0.314285714,NA,1,NA,1,1
mammalia_voles_bhp_trapping_34,3.289473684,0.786184211,4.24,0.62,6.9375,0.59375,7.375,0.416666667,15.26666667,0.341666667,2.857142857,0.380952381,2.555555556,0.319444444,3,0.285714286,2,0.25,100,0,0.627718677,3.390598579,8,2,0.25,0.210743802,0.18115942,0.483471074,0.392857143,0.535714286,3,1.75
mammalia_voles_bhp_trapping_35,4.090909091,0.724747475,5.294117647,0.617647059,6.307692308,0.576923077,8.863636364,0.368686869,18.92857143,0.253968254,2.736842105,0.321637427,3.727272727,0.252525253,2.333333333,0.333333333,4.2,0.222222222,100,0,0.458618735,3.335947023,9,2,0.222222222,0.319444444,0.23015873,0.486111111,0.333333333,0.5,3,1.916666667
mammalia_voles_bhp_trapping_36,2.983870968,0.647849462,4.55,0.502777778,6.461538462,0.377136752,11.89361702,0.24822695,10,0.182222222,2.804347826,0.210144928,2.740740741,0.176954733,2.769230769,0.153846154,5,0.152777778,100,0,0.176703184,4.110220352,18,2,0.111111111,0.483353151,0.297794118,0.690249703,0.189542484,0.558139535,7,2.980392157
mammalia_voles_bhp_trapping_37,3.607142857,0.785714286,6.62962963,0.661375661,9.416666667,0.523809524,14.93333333,0.495238095,20.33333333,0.416666667,3.285714286,0.448979592,4,0.346938776,3.8,0.342857143,6,0.285714286,100,0,0.422110508,2.807210247,7,2,0.285714286,0.1796875,0.357142857,0.3046875,0.380952381,0.4,4,1.904761905
mammalia_voles_bhp_trapping_38,7.5,1,5,1,8.5,1,13.6,1,19.33333333,1,2.333333333,1,3,1,100,0,100,0,100,0,2,1,2,2,1,0,0.114035088,NA,1,NA,1,1
mammalia_voles_bhp_trapping_39,2.736842105,0.921052632,3.888888889,0.888888889,3.846153846,0.846153846,8,0.659090909,14.44444444,0.666666667,2.8,0.7,3.25,0.5,100,0,4,0.5,2,0.75,4,3,4,3,0.75,0,0.266666667,NA,1,1,1,1
mammalia_voles_bhp_trapping_40,3.846153846,1,7.857142857,1,6.25,1,15.25,1,4,1,3.666666667,1,100,0,100,0,100,0,100,0,2,1,2,2,1,0,0.10989011,NA,1,NA,1,1
mammalia_voles_bhp_trapping_41,5,1,5.416666667,1,5.5,1,7.5,1,32,1,3,1,5,1,100,0,4,1,100,0,2,1,2,2,1,0,0.092436975,NA,1,NA,1,1
mammalia_voles_bhp_trapping_42,3.909090909,0.909090909,9.083333333,0.861111111,10.83333333,0.833333333,7.5,0.75,22.85714286,0.666666667,2.5,0.666666667,100,0,2.75,0.666666667,100,0,100,0,1,1.414213562,3,1,0.333333333,0,0.072931785,NA,0.666666667,0,2,1.333333333
mammalia_voles_bhp_trapping_44,4,0.831578947,6.947368421,0.736842105,13.44444444,0.622222222,14.4,0.62,10.83333333,0.466666667,2.636363636,0.509090909,3,0.5,2.5,0.4,100,0,100,0,0.697224362,2.302775638,5,1,0.2,0.08,0.157142857,0.48,0.5,0.428571429,3,1.6
mammalia_voles_bhp_trapping_45,2.743589744,0.769230769,4.064516129,0.724340176,7.135135135,0.567567568,6.46875,0.465909091,21.96153846,0.328671329,2.653846154,0.426573427,2.739130435,0.296442688,2.6875,0.232954545,2.636363636,0.223140496,2.333333333,0.181818182,0.335920113,7.018868481,11,8,0.727272727,0.116024974,0.142857143,0.148283039,0.563636364,0.943820225,3,1.690909091
mammalia_voles_bhp_trapping_46,2.747368421,0.609716599,3.637362637,0.455283178,5.054347826,0.297157191,10.51851852,0.171130104,20.81818182,0.106293706,3.066666667,0.15425641,3.736842105,0.104048583,3.333333333,0.084615385,100,0,100,0,0.052406172,5.712423372,65,4,0.061538462,0.659790039,0.177777778,0.839477539,0.061538462,0.46875,11,4.952403846
mammalia_voles_bhp_trapping_47,2.836956522,0.622491639,4.588888889,0.438461538,8.117647059,0.291402715,11.06153846,0.2,19.77272727,0.113636364,3.234375,0.152043269,4.434782609,0.112040134,3.333333333,0.128205128,100,0,100,0,0.061536486,5.684668031,52,15,0.288461538,0.654255319,0.121052632,0.824468085,0.070889894,0.455284553,8,4.249622926
mammalia_voles_bhp_trapping_48,2.42,0.630581395,3.221052632,0.489473684,5.276595745,0.328426522,11.76923077,0.182213136,18.23214286,0.094269103,3.141025641,0.160703637,3.958333333,0.101501938,3,0.082452431,2.5,0.069767442,100,0,0.023226047,6.867561311,86,67,0.779069767,0.699839995,0.096825397,0.831708127,0.049794802,0.466811752,11,4.943365253
mammalia_voles_bhp_trapping_49,2.357894737,0.605023923,3.623655914,0.411290323,5.125,0.278125,11.55,0.181534091,14,0.108317215,2.623188406,0.151515152,3.022222222,0.107575758,2.8,0.087878788,3.833333333,0.09469697,2,0.090909091,0.049957611,6.537165664,44,30,0.681818182,0.65048223,0.104072398,0.776919012,0.091966173,0.582857143,9,4.335095137
mammalia_voles_bhp_trapping_50,2.861111111,0.544871795,4.842105263,0.39608637,6.203389831,0.25619296,7.641509434,0.200290276,14.83870968,0.120347395,3.195652174,0.164715719,2.857142857,0.128205128,3.384615385,0.115384615,3.666666667,0.115384615,2,0.076923077,0.051211285,3.515934396,26,23,0.884615385,0.604552469,0.073400673,0.798996914,0.110769231,0.37037037,11,4.369230769
mammalia_voles_bhp_trapping_51,2.711111111,0.584615385,4.311111111,0.487179487,8.194444444,0.341880342,9.75,0.290598291,9,0.226495726,2.730769231,0.227810651,2.692307692,0.207100592,3.777777778,0.188034188,3,0.170940171,5.5,0.153846154,0.128049347,3.199578091,13,9,0.692307692,0.479938272,0.208333333,0.646604938,0.230769231,0.405405405,7,3.025641026
mammalia_voles_bhp_trapping_52,2.944444444,0.725694444,4.823529412,0.613970588,8.4,0.479166667,10.40909091,0.420454545,10.6,0.291666667,2.875,0.34375,4,0.317307692,5,0.375,2,0.375,4.5,0.25,0.296682402,2.690743736,8,3,0.375,0.355,0.155555556,0.655,0.357142857,0.529411765,4,2.142857143
mammalia_voles_bhp_trapping_53,3.3,0.792857143,4.826086957,0.652173913,7.37037037,0.555555556,14.15789474,0.390977444,23.85714286,0.367346939,2.928571429,0.397959184,2.875,0.321428571,4,0.285714286,3.4,0.371428571,2,0.285714286,0.467911114,2.685543933,7,5,0.714285714,0.21875,0.118226601,0.46875,0.380952381,0.428571429,4,1.904761905
mammalia_voles_bhp_trapping_54,3.371428571,0.726984127,5.09375,0.635416667,10.17241379,0.471264368,12,0.364197531,27.83333333,0.314814815,2.80952381,0.343915344,3.636363636,0.252525253,3.5,0.255555556,3,0.244444444,5.5,0.277777778,0.339601707,2.841937892,9,9,1,0.305,0.213235294,0.605,0.277777778,0.3,4,2.138888889
mammalia_voles_bhp_trapping_55,2.892473118,0.573055028,4.127659574,0.419065499,7.556962025,0.251923554,10.63636364,0.180332739,19.31818182,0.123440285,3.380952381,0.144102085,3.75,0.120448179,3,0.102941176,3,0.098039216,6,0.098039216,0.020529804,6.636773379,51,25,0.490196078,0.673197279,0.187134503,0.835102041,0.082352941,0.588785047,12,5.618039216
mammalia_voles_bhp_trapping_56,2.513513514,0.616029823,3.814285714,0.468472906,4.676470588,0.335699797,8.086206897,0.24078478,14.52631579,0.147912886,2.509090909,0.209404389,2.96969697,0.148380355,2.941176471,0.123732252,3.636363636,0.115987461,3.166666667,0.08045977,0.084866026,6.78565937,29,4,0.137931034,0.514794599,0.119047619,0.633438667,0.145320197,0.647727273,9,3.633004926
mammalia_voles_bhp_trapping_57,2.951612903,0.654121864,5.345454545,0.521212121,6.132075472,0.362683438,7.272727273,0.287878788,14.44736842,0.194444444,2.685714286,0.219047619,3.05,0.183333333,3.5,0.138888889,2.666666667,0.12037037,5,0.138888889,0.109643563,4.271288871,18,4,0.222222222,0.501666667,0.115942029,0.601666667,0.196078431,0.566666667,7,3.130718954
mammalia_voles_bhp_trapping_58,2.619047619,0.615740741,3.417721519,0.409985935,6.013888889,0.255015432,10.2238806,0.150912106,11.81395349,0.100129199,2.555555556,0.133744856,2.722222222,0.101080247,2.666666667,0.085185185,3.333333333,0.101851852,2.666666667,0.074074074,0.124617167,3.782180808,36,8,0.222222222,0.641274238,0.124735729,0.781625115,0.09047619,0.37254902,8,4.033333333
mammalia_voles_bhp_trapping_59,2.455555556,0.5321513,2.865168539,0.393258427,5.630952381,0.249493414,9.02739726,0.154182454,9.095238095,0.109422492,2.754098361,0.144053017,3.191489362,0.104119511,2.944444444,0.072104019,2.4,0.061702128,5,0.085106383,0.027293886,5.135104355,47,30,0.638297872,0.667578125,0.063644689,0.792578125,0.07400555,0.464788732,10,4.839962997
mammalia_voles_bhp_trapping_60,3.043010753,0.511701455,4.688172043,0.357157917,8.3125,0.240931373,12.52112676,0.162938415,23.24242424,0.117647059,3.537037037,0.117647059,3.173913043,0.112531969,2.666666667,0.071895425,3.5,0.078431373,100,0,0.021782419,4.751449401,51,23,0.450980392,0.719835069,0.102279369,0.803168403,0.075294118,0.553846154,17,6.284705882
mammalia_voles_bhp_trapping_61,2.919354839,0.632258065,5.111111111,0.40462963,6.981132075,0.34245283,12.81081081,0.228378378,14.88888889,0.17037037,2.756097561,0.187804878,2.882352941,0.141176471,2.733333333,0.143333333,4.2,0.12,2.666666667,0.1,0.107102595,4.054229499,20,2,0.1,0.536940687,0.061567434,0.730489074,0.163157895,0.505617978,8,3.278947368
mammalia_voles_bhp_trapping_62,4.177777778,0.735802469,4.84,0.573333333,7.962962963,0.432098765,13.4,0.325925926,11.88888889,0.271604938,3.090909091,0.292929293,3.142857143,0.30952381,3.75,0.277777778,3.5,0.25,2.666666667,0.259259259,0.301881213,2.767182813,9,7,0.777777778,0.305,0.13371266,0.605,0.277777778,0.333333333,5,2.277777778
mammalia_voles_bhp_trapping_63,3.571428571,0.7,7,0.666666667,12.24,0.608,12.71428571,0.485714286,23.375,0.475,3.125,0.5,5,0.4,2.5,0.45,2,0.4,5,0.4,0.381966011,1.732050808,5,1,0.2,0.21875,0.148550725,0.46875,0.4,0,4,2
mammalia_voles_bhp_trapping_64,2.970588235,0.504901961,4.794520548,0.327245053,7.276923077,0.249002849,9.914893617,0.159968479,13.94736842,0.126705653,2.818181818,0.13973064,3.166666667,0.115226337,3.461538462,0.102564103,3,0.103703704,2.333333333,0.111111111,0.039225303,3.519908395,27,4,0.148148148,0.627100073,0.193033382,0.816289262,0.105413105,0.392857143,12,4.820512821
mammalia_voles_bhp_trapping,2,0.735009299,2.16,0.609342839,3.22,0.453608184,5.21,0.281680099,24.03092784,0.094285477,2.09,0.24582765,4.18,0.094655921,100,0,100,0,100,0,0.007827373,12.12621159,1613,274,0.169869808,0.775685783,0.0997151,0.921016778,0.00350902,0.265744251,15,6.536220134
mammalia_voles_kcs_trapping_01,3.826086957,0.81884058,5.375,0.645833333,8,0.453703704,12.22222222,0.444444444,23.64285714,0.357142857,2.571428571,0.5,2.666666667,0.388888889,3,0.333333333,100,0,100,0,0.324869129,2.228328216,6,2,0.333333333,0.319444444,0.290909091,0.486111111,0.4,0.428571429,4,2.066666667
mammalia_voles_kcs_trapping_02,2.672413793,0.680527383,3.271186441,0.567298106,5.695652174,0.367007673,9.288461538,0.259049774,14.8,0.201680672,2.829268293,0.230989957,3.166666667,0.193627451,2.615384615,0.158371041,2.333333333,0.147058824,2.333333333,0.117647059,0.200607461,3.812893654,17,8,0.470588235,0.458545918,0.186813187,0.672831633,0.205882353,0.44,6,2.727941176
mammalia_voles_kcs_trapping_03,4.647058824,0.911764706,8.5,0.8125,5.882352941,0.75,9.666666667,0.611111111,14.6,0.6,2.333333333,0.541666667,3,0.5,3,0.583333333,100,0,3,0.5,1,2.170086487,4,4,1,0,0.098333333,NA,0.666666667,0.6,2,1.333333333
mammalia_voles_kcs_trapping_04,3.130434783,0.826086957,4.192307692,0.681318681,6.958333333,0.56547619,5.727272727,0.519480519,15.35714286,0.397959184,2.666666667,0.404761905,2.444444444,0.396825397,2.25,0.321428571,2.5,0.321428571,4,0.285714286,0.438447187,3.389963388,7,2,0.285714286,0.155,0.107142857,0.455,0.476190476,0.652173913,4,1.80952381
mammalia_voles_kcs_trapping_05,2.818181818,0.69023569,4.485294118,0.543572985,5.47761194,0.357103372,7.807017544,0.217024042,10.41025641,0.160493827,2.723404255,0.192277384,2.774193548,0.135005974,2.80952381,0.114638448,2.5,0.111111111,2,0.111111111,0.187283241,4.443088819,27,6,0.222222222,0.559302852,0,0.708239022,0.133903134,0.431372549,6,3.037037037
mammalia_voles_kcs_trapping_06,2.898734177,0.547468354,3.676470588,0.37605042,7.290322581,0.255760369,10.43181818,0.175324675,12.6,0.121428571,2.318181818,0.153409091,2.458333333,0.133928571,2.75,0.101190476,2.777777778,0.103174603,2.666666667,0.089285714,0.062117047,3.673829616,28,6,0.214285714,0.616299822,0.321428571,0.811421773,0.108465608,0.459183673,10,4.46031746
mammalia_voles_kcs_trapping_07,2.804878049,0.587737127,3.590361446,0.40394913,7.014084507,0.257824726,8.88,0.162777778,13.28571429,0.11031746,2.535714286,0.111607143,2.434782609,0.105072464,3.0625,0.090277778,2,0.111111111,3.75,0.069444444,0.078629739,3.623104919,36,26,0.722222222,0.61316568,0.291666667,0.767011834,0.082539683,0.362903226,10,4.331746032
mammalia_voles_kcs_trapping_08,2.955555556,0.654700855,5.615384615,0.477317554,5.533333333,0.4,12.09090909,0.286713287,7.076923077,0.230769231,3.05,0.269230769,2.470588235,0.185520362,2.666666667,0.179487179,2.333333333,0.192307692,3,0.153846154,0.208212098,3.528517427,13,8,0.615384615,0.412037037,0.163398693,0.634259259,0.230769231,0.512195122,6,2.666666667
mammalia_voles_kcs_trapping_09,3.787234043,0.582205029,6.744186047,0.460887949,9.96969697,0.399449036,11.96296296,0.286195286,15.1875,0.255681818,2.5,0.289772727,3.666666667,0.25,5.5,0.181818182,2,0.181818182,3,0.181818182,0.121359703,2.726183818,11,7,0.636363636,0.413194444,0.285714286,0.663194444,0.218181818,0.315789474,7,3.090909091
mammalia_voles_kcs_trapping_10,3.068965517,0.743842365,4.272727273,0.720779221,5.416666667,0.583333333,10.61111111,0.373015873,23.45454545,0.311688312,2.538461538,0.43956044,3,0.342857143,3.833333333,0.333333333,3.5,0.285714286,3,0.285714286,0.623921022,2.878881728,7,6,0.857142857,0.222222222,0,0.444444444,0.428571429,0.352941176,4,1.80952381
mammalia_voles_kcs_trapping_11,3.846153846,0.736263736,5.592592593,0.597883598,10,0.489010989,12.08333333,0.345238095,9.4,0.4,2.692307692,0.318681319,2.666666667,0.357142857,2.166666667,0.285714286,3,0.380952381,3.666666667,0.285714286,0.32171965,2.297008741,7,5,0.714285714,0.357142857,0,0.5,0.333333333,0.333333333,4,2.142857143
mammalia_voles_kcs_trapping_12,3.5,0.688016529,5.02173913,0.563241107,8.1,0.427272727,9.433333333,0.342424242,10.36842105,0.253588517,2.619047619,0.303030303,3,0.231404959,2.444444444,0.232323232,3.666666667,0.212121212,2,0.272727273,0.231176326,3.584645294,11,2,0.181818182,0.267857143,0,0.625,0.254545455,0.428571429,5,2.4
mammalia_voles_kcs_trapping_13,3.101694915,0.726392252,3.46031746,0.573696145,5.873015873,0.408919123,6.538461538,0.277472527,12.25925926,0.186948854,2.654545455,0.227705628,2.5,0.197802198,2.631578947,0.117794486,2.333333333,0.111111111,3.25,0.130952381,0.228325178,5.575197596,21,14,0.666666667,0.408163265,0,0.717687075,0.2,0.526315789,6,2.733333333
mammalia_voles_kcs_trapping_14,2.453608247,0.623156225,4.583333333,0.455769231,5.989473684,0.314008097,11.95238095,0.182967033,17.375,0.101538462,3.321428571,0.147435897,3.487179487,0.104536489,3.428571429,0.085714286,2.666666667,0.112820513,2,0.046153846,0.024600829,6.38802368,65,50,0.769230769,0.686530982,0.333333333,0.847114924,0.065865385,0.494057725,13,5.239423077
mammalia_voles_kcs_trapping_15,3.761904762,0.622710623,4.95,0.451923077,5.21875,0.329326923,12.11111111,0.273504274,10.28571429,0.214285714,2.888888889,0.269230769,3.571428571,0.197802198,2.727272727,0.195804196,7,0.179487179,3,0.153846154,0.140647575,2.959685685,13,2,0.153846154,0.478515625,0.25,0.666015625,0.205128205,0.413793103,7,3.076923077
mammalia_voles_kcs_trapping_16,2.893617021,0.594460748,4.252747253,0.417961349,7.540229885,0.268727705,13.79761905,0.170566502,16.31034483,0.117122473,3.306451613,0.142936596,3.24137931,0.105231867,5,0.091954023,3.5,0.068965517,100,0,0.033453096,5.729301966,58,24,0.413793103,0.703816927,0.236363636,0.778583282,0.064730792,0.504950495,11,5.078039927
mammalia_voles_kcs_trapping_17,2.820895522,0.509673853,4.2375,0.321759259,6.184615385,0.238746439,8.130434783,0.15942029,11.97142857,0.105820106,2.85,0.15462963,2.681818182,0.126262626,2.5,0.107407407,2.142857143,0.116402116,3.666666667,0.111111111,0.039342323,3.324966762,27,15,0.555555556,0.653739612,0.079086538,0.78531856,0.108262108,0.43902439,12,4.905982906
mammalia_voles_kcs_trapping_18,3,0.562318841,3.888888889,0.456296296,5.941176471,0.37254902,11.25641026,0.258119658,8.96875,0.210416667,2.375,0.245833333,2.958333333,0.191666667,2.875,0.158333333,3.75,0.183333333,2,0.133333333,0.08360935,3.765724116,15,13,0.866666667,0.45463138,0.14479638,0.541587902,0.219047619,0.535714286,9,3.638095238
mammalia_voles_kcs_trapping_19,3,0.892857143,7,0.816666667,9.454545455,0.659090909,10.22222222,0.638888889,25,0.5625,2.5,0.5625,3,0.571428571,2,0.5,100,0,6.5,0.5,1,2.170086487,4,1,0.25,0,0.126675787,NA,0.666666667,0.6,2,1.333333333
mammalia_voles_kcs_trapping_20,2.966101695,0.745762712,4.5625,0.566611842,6.057692308,0.353238866,11.35555556,0.273684211,12.66666667,0.177387914,2.5,0.215789474,2.458333333,0.188596491,2.684210526,0.152354571,2.5,0.125,4.25,0.118421053,0.270743709,3.899259856,19,15,0.789473684,0.429444444,0.117336152,0.696111111,0.175438596,0.296703297,5,2.631578947
mammalia_voles_kcs_trapping_21,2.552238806,0.540077391,3.706666667,0.364444444,6.955882353,0.260893246,8.781818182,0.189225589,14.36363636,0.131313131,2.925,0.163888889,3.03125,0.130787037,3.071428571,0.111111111,2.642857143,0.092592593,4.5,0.092592593,0.038779523,4.706182193,27,16,0.592592593,0.625774793,0.089230769,0.76213843,0.125356125,0.515625,12,4.951566952
mammalia_voles_kcs_trapping_22,2.879120879,0.598901099,3.914634146,0.433580139,6.838709677,0.257680492,13.02666667,0.18,18.41176471,0.121848739,2.938461538,0.159340659,3.461538462,0.110576923,3.2,0.1,2.75,0.080357143,100,0,0.044770231,6.292516891,56,33,0.589285714,0.714737144,0.185897436,0.782533755,0.076623377,0.56969697,13,4.975324675
mammalia_voles_kcs_trapping_23,3,0.629971591,3.851851852,0.466329966,6.339285714,0.374188312,8.24,0.260909091,11.43589744,0.164335664,2.826923077,0.229895105,3.068965517,0.15830721,3.454545455,0.152892562,4.2,0.127272727,5.5,0.113636364,0.098313091,6.160826592,22,5,0.227272727,0.446428571,0.214285714,0.541666667,0.181818182,0.644067797,7,3.337662338
mammalia_voles_kcs_trapping_24,2.305263158,0.662516046,2.868686869,0.508253264,4.557894737,0.333376123,8.057471264,0.191197084,17.77083333,0.104674797,2.951807229,0.167352336,3.595744681,0.091852621,3.333333333,0.06300813,2.5,0.073170732,100,0,0.052952825,7.78802611,82,51,0.62195122,0.708927908,0.285714286,0.83192256,0.056308341,0.511254019,12,4.770852153
